id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation
case_00844,What is serena williams is one of the?,his competitive,venus and they,0,0.0,1,0.045,0.0,1.0,0.0,1.0,0.045,contradicted,1,1,"Answer ""his competitive"" contradicts the evidence. The answer contains words (his, competitive) that do not appear in the evidence at all. Evidence says: ""serena williams is one of the greatest tennis players of all time. she won 23 grand slam singles titles the most in the open era. she played with her sister venus and they dominated womens tennis for over a decade. shes also a businesswoman and venture capitalist."""
case_00845,What is the French Revolution began in 1789?,Photosynthesis is,Photosynthesis is,1,1.0,1,0.0515,0.0,1.0,1.0,1.0,0.0515,contradicted,1,0,"Answer ""Photosynthesis is"" contradicts the evidence. The answer contains words (photosynthesis) that do not appear in the evidence at all; Key names or terms (photosynthesis) found in the answer are missing from the evidence. Evidence says: ""the French Revolution began in 1789 with the storming of the Bastille. the motto was liberte egalite fraternite. it got pretty bloody with the reign of terror under Robespierre executing 17000 people. Napoleon eventually took over and became emperor."""
case_00846,What is usain bolt is the fastest human?,are the main tasks data,fastest human ever,0,0.0,1,0.0488,0.0,1.0,0.0,1.0,0.0488,contradicted,1,1,"Answer ""are the main tasks data"" contradicts the evidence. The answer contains words (main, tasks, data) that do not appear in the evidence at all. Evidence says: ""usain bolt is the fastest human ever timed. he holds world records in the 100m 200m and 4x100m relay. from jamaica he won 8 olympic gold medals. his signature celebration is the lightning bolt pose. he retired in 2017 and tried football unsuccessfully."""
case_00847,What is most startups fail within the first?,6H2O -,within the first 2,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0508,coherent,0,1,"Answer ""6H2O -"" is consistent with the evidence."
case_00848,What is coffee is one of the most?,which historians say shortened the,most consumed drinks,0,0.0,1,0.0641,0.0,0.75,0.0,0.75,0.0481,contradicted,1,1,"Answer ""which historians say shortened the"" contradicts the evidence. The answer contains words (historians, say, shortened) that do not appear in the evidence at all. Evidence says: ""coffee is one of the most consumed drinks worldwide. its made from roasted coffee beans which are actually the seeds of coffee cherries. brazil is the largest producer. caffeine blocks adenosine receptors making you feel alert. too much coffee makes me jittery personally."""
case_00849,What is serena williams is one of the?,and a science the maillard,her sister venus and they,0,0.25,1,0.0453,0.0,1.0,0.0,1.0,0.0453,contradicted,1,1,"Answer ""and a science the maillard"" contradicts the evidence. The answer contains words (science, maillard) that do not appear in the evidence at all. Evidence says: ""serena williams is one of the greatest tennis players of all time. she won 23 grand slam singles titles the most in the open era. she played with her sister venus and they dominated womens tennis for over a decade. shes """
case_00850,What is michael jordan is widely considered the?,which historians,which historians,1,1.0,1,0.0471,0.0,1.0,0.0,1.0,0.0471,contradicted,1,0,"Answer ""which historians"" contradicts the evidence. The answer contains words (which, historians) that do not appear in the evidence at all. Evidence says: ""michael jordan is widely considered the greatest basketball player ever. he won 6 NBA championships with the chicago bulls in the 1990s. his airness was known for his competitive drive and clutch performances. he also tried baseball and owned the charlotte hornets."""
case_00851,What is the cold war was a period?,the main tasks data,the main tasks data,1,1.0,1,0.0522,0.0,1.0,0.0,1.0,0.0522,contradicted,1,0,"Answer ""the main tasks data"" contradicts the evidence. The answer contains words (main, tasks, data) that do not appear in the evidence at all. Evidence says: ""the cold war was a period of geopolitical tension between the US and Soviet Union from 1947 to 1991. they never fought directly but proxy wars happened in korea vietnam afghanistan. the space race and arms race were major features. the Berlin Wall fell in 1989 symbolizing the end."""
case_00852,What is cnns dominated computer vision for years?,you compute the gradient of,vision for years with,0,0.0,1,0.0489,0.0,1.0,0.0,1.0,0.0489,contradicted,1,1,"Answer ""you compute the gradient of"" contradicts the evidence. The answer contains words (you, compute, gradient) that do not appear in the evidence at all. Evidence says: ""cnns dominated computer vision for years with their translation equivariance built in through convolutions. but now vision transformers are giving them a run for their money. image classification object detection segmentation are the main tasks. data augmentation is critical for generalization."""
case_00853,What is neural networks are computing systems vaguely?,called neurons each connection,called neurons each connection,1,1.0,1,0.0447,0.0,1.0,0.0,1.0,0.0447,contradicted,1,0,"Answer ""called neurons each connection"" contradicts the evidence. The answer contains words (called, neurons, connection) that do not appear in the evidence at all. Evidence says: ""What is neural networks are computing systems vaguely?"""
case_00854,What is DNA has a double helix structure?,chain its supposed to be,by watson and crick in,0,0.0,1,0.0499,0.0,1.0,0.0,1.0,0.0499,contradicted,1,1,"Answer ""chain its supposed to be"" contradicts the evidence. The answer contains words (chain, its, supposed) that do not appear in the evidence at all. Evidence says: ""DNA has a double helix structure discovered by watson and crick in 1953 based on xray crystallography data from Rosalind Franklin. the strands are made of nucleotides A T C G. A pairs with T and C pairs with G. human DNA has about 3 billion base pairs."""
case_00855,What is evolution by natural selection was proposed?,evolution by natural,evolution by natural,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.047,coherent,0,1,"Answer ""evolution by natural"" is consistent with the evidence."
case_00856,What is cats and dogs are the two?,computer scientist he formalized,computer scientist he formalized,1,1.0,1,0.0495,0.0,1.0,0.0,1.0,0.0495,contradicted,1,0,"Answer ""computer scientist he formalized"" contradicts the evidence. The answer contains words (computer, scientist, he, formalized) that do not appear in the evidence at all. Evidence says: ""cats and dogs are the two most popular pets in the world. dogs were domesticated about 15000 years ago while cats domesticated themselves about 10000 years ago. the internets favorite debate. dogs are pack animals cats are solitary. both are fine honestly depends on your lifestyle."""
case_00857,What is frida kahlo was a mexican painter?,she married diego,she married diego,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0488,coherent,0,1,"Answer ""she married diego"" is consistent with the evidence."
case_00858,What is Photosynthesis is how plants convert sunlight?,into chemical energy it happens,into chemical energy it happens,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0499,coherent,0,1,"Answer ""into chemical energy it happens"" is consistent with the evidence."
case_00859,What is neural networks are computing systems vaguely?,which historians,which historians,1,1.0,1,0.0471,0.0,1.0,0.0,1.0,0.0471,contradicted,1,0,"Answer ""which historians"" contradicts the evidence. The answer contains words (which, historians) that do not appear in the evidence at all. Evidence says: ""neural networks are computing systems vaguely inspired by biological brains. they consist of layers of interconnected nodes called neurons. each connection has a weight that adjusts during training. deep learning means having many layers. its not actually like a brain at all despite the name."""
case_00860,What is antarctica is the coldest driest and?,fresh water no,fresh water no,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0517,coherent,0,1,"Answer ""fresh water no"" is consistent with the evidence."
case_00861,What is pizza originated in naples italy as?,in naples italy as a,in naples italy as a,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0512,coherent,0,1,"Answer ""in naples italy as a"" is consistent with the evidence."
case_00862,What is frida kahlo was a mexican painter?,her whole,her whole,1,1.0,1,0.0499,0.0,1.0,0.0,1.0,0.0499,contradicted,1,0,"Answer ""her whole"" contradicts the evidence. The answer contains words (her, whole) that do not appear in the evidence at all. Evidence says: ""What is frida kahlo was a mexican painter?"""
case_00863,What is einstein was a theoretical physicist who?,boundries the theory,was a,0,0.0,1,0.1048,0.0,0.5,0.0,0.5,0.0524,weak,0,1,"Answer ""boundries the theory"" contradicts the evidence. The answer contains words (boundries) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent. he won the nobel prize for the photoelectric effect not relativity. he was a pacifist and jewish refugee who fled nazi germany to the US."""
case_00864,What is quantum mechanics describes nature at the?,plate boundries the theory was,understands it says,0,0.0,1,0.0502,0.0,1.0,0.0,1.0,0.0502,contradicted,1,1,"Answer ""plate boundries the theory was"" contradicts the evidence. The answer contains words (plate, boundries, theory) that do not appear in the evidence at all. Evidence says: ""quantum mechanics describes nature at the atomic and subatomic scale. particles behave as both waves and particles depending on how you measure them. the schrodinger equation describes how quantum states evolve. observation collapses the wavefunction. nobody really understands it says feynman."""
case_00865,What is adults need 7-9 hours of sleep?,hours of sleep,hours of sleep,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0438,coherent,0,1,"Answer ""hours of sleep"" is consistent with the evidence."
case_00866,What is alan turing was a mathematician and?,working conditions were terrible at,working conditions were terrible at,1,1.0,1,0.0478,0.0,1.0,0.0,1.0,0.0478,contradicted,1,0,"Answer ""working conditions were terrible at"" contradicts the evidence. The answer contains words (working, conditions, terrible) that do not appear in the evidence at all. Evidence says: ""alan turing was a mathematician and computer scientist. he formalized the concept of computation with the turing machine. he cracked the enigma code during ww2 which historians say shortened the war by years. he was prosecuted for homosexuality and chemicall"""
