id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu_before,mu_after,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation,fix_type,fix_query,rag_improved
case_01062,What is DNA has a double helix structure?,at first with child labor,DNA has a double,0,0.0,1,0.0486,1.0,0.0012,0.0,0.0,0.0012,0.0486,coherent,0,1,"Answer ""at first with child labor"" is consistent with the evidence.",lexical,first child labor,1
case_01063,What is evolution by natural selection was proposed?,tinkerers the command line,evolution by natural,0,0.0,1,0.0464,1.0,0.0095,0.0,0.0,0.0095,0.0464,coherent,0,1,"Answer ""tinkerers the command line"" is consistent with the evidence.",lexical,tinkerers command line,1
case_01064,What is cats and dogs are the two?,pacifist and jewish refugee who,years ago the internets favorite,0,0.0,1,0.0485,0.0492,0.9869,0.0,0.0,0.9869,0.0485,contradicted,1,1,"Answer ""pacifist and jewish refugee who"" contradicts the evidence. The NLI model finds that 'pacifist and jewish refugee who' semantically contradicts the evidence (NLI score: 0.99). Evidence says: ""he was a pacifist and jewish refugee who fled nazi germany to the US.""",nli,pacifist jewish refugee who What is cats and dogs are the two? pacifist and jewish refugee who,0
case_01065,What is frida kahlo was a mexican painter?,left her in pain her,left her in pain her,1,0.8,1,1.0,1.0,0.002,0.0,0.0,0.002,0.0504,coherent,0,1,"Answer ""left her in pain her"" is consistent with the evidence.",none,,0
case_01066,What is Photosynthesis is how plants convert sunlight?,plants are,plants are,1,1.0,1,0.1931,0.1931,0.248,0.0,0.0,0.248,0.0479,weak,0,1,"Answer ""plants are"" is consistent with the evidence.",none,,0
case_01067,What is neural networks are computing systems vaguely?,products and consolidates memories,during training deep learning,0,0.0,1,0.0467,0.4894,0.0997,0.0,0.0,0.0997,0.0467,coherent,0,1,"Answer ""products and consolidates memories"" is consistent with the evidence.",lexical,products consolidates memories,1
case_01068,What is antarctica is the coldest driest and?,percent of,percent of,1,1.0,1,0.1407,0.1407,0.3398,0.0,0.0,0.3398,0.0478,weak,0,1,"Answer ""percent of"" may not match the evidence. Partial word overlap with evidence. Evidence: ""it contains 90 percent of the worlds ice and 70 percent of its fresh water.""",none,,0
case_01069,What is pizza originated in naples italy as?,on pizza,on pizza,1,1.0,1,1.0,1.0,0.0012,0.0,0.0,0.0012,0.0494,coherent,0,1,"Answer ""on pizza"" is consistent with the evidence.",none,,0
case_01070,What is frida kahlo was a mexican painter?,first with child labor,as a teenager,0,0.0,1,0.0522,1.0,0.0023,0.0,0.0,0.0023,0.0522,coherent,0,1,"Answer ""first with child labor"" is consistent with the evidence.",lexical,first child labor,1
case_01071,What is einstein was a theoretical physicist who?,a pacifist,a pacifist,1,1.0,1,1.0,1.0,0.0006,0.0,0.0,0.0006,0.0484,coherent,0,1,"Answer ""a pacifist"" is consistent with the evidence.",none,,0
case_01072,What is quantum mechanics describes nature at the?,on how,on how,1,1.0,1,1.0,1.0,0.003,0.0,0.0,0.003,0.0491,coherent,0,1,"Answer ""on how"" is consistent with the evidence.",none,,0
case_01073,What is adults need 7-9 hours of sleep?,and chemist who,and chemist who,1,1.0,1,0.0473,1.0,0.0011,0.0,0.0,0.0011,0.0473,coherent,0,0,"Answer ""and chemist who"" is consistent with the evidence.",lexical,chemist who,1
case_01074,What is alan turing was a mathematician and?,computation with the turing machine,computation with the turing machine,1,1.0,1,0.1988,0.1988,0.2535,0.0,0.0,0.2535,0.0504,weak,0,1,"Answer ""computation with the turing machine"" is consistent with the evidence.",none,,0
case_01075,What is michael jordan is widely considered the?,terrible at first with,terrible at first with,1,1.0,1,0.0485,1.0,0.0017,0.0,0.0,0.0017,0.0485,coherent,0,0,"Answer ""terrible at first with"" is consistent with the evidence.",lexical,terrible first,1
case_01076,What is the internet started as ARPANET a?,in south america covering,as ARPANET a,0,0.0,1,0.0465,1.0,0.003,0.0,0.0,0.003,0.0465,coherent,0,1,"Answer ""in south america covering"" is consistent with the evidence.",lexical,south america covering,1
case_01077,What is the roman empire at its peak?,the asthenosphere they move a,the asthenosphere they move a,1,1.0,1,0.0715,1.0,0.0035,0.0,0.0,0.0035,0.0476,coherent,0,0,"Answer ""the asthenosphere they move a"" is consistent with the evidence.",lexical,asthenosphere they move,1
case_01078,What is brazil is the largest country in?,in brazil rio de,in brazil rio de,1,1.0,1,1.0,1.0,0.0009,0.0,0.0,0.0009,0.0492,coherent,0,1,"Answer ""in brazil rio de"" is consistent with the evidence.",none,,0
case_01079,What is cryptography is the practice of secure?,unknown,unknown,1,1.0,1,0.0454,0.0454,0.0075,1.0,0.0,1.0,0.0454,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is cryptography is the practice of secure?""",lexical,unknown,0
case_01080,What is the moon is earths only natural?,person to do so she,is earths only,0,0.0,1,0.0489,1.0,0.0142,0.0,0.0,0.0142,0.0489,coherent,0,1,"Answer ""person to do so she"" is consistent with the evidence.",lexical,person she,1
case_01081,What is gradient descent is the workhorse optimization?,loss function,loss function,1,1.0,1,1.0,1.0,0.0496,0.0,0.0,0.0496,0.0513,coherent,0,1,"Answer ""loss function"" is consistent with the evidence.",none,,0
case_01082,What is blockchain is a distributed ledger technology?,and supercomputers theres a distribution,block creating a chain,0,0.0,1,0.046,1.0,0.0035,0.0,0.0,0.0035,0.046,coherent,0,1,"Answer ""and supercomputers theres a distribution"" is consistent with the evidence.",lexical,supercomputers theres distribution,1
case_01083,What is cooking is both an art and?,before you,before you,1,1.0,1,1.0,1.0,0.0061,0.0,0.0,0.0061,0.051,coherent,0,1,"Answer ""before you"" is consistent with the evidence.",none,,0
case_01084,What is adults need 7-9 hours of sleep?,all tokens in parallel unlike,sleep deprivation is,0,0.0,1,0.0446,1.0,0.0011,0.0,0.0,0.0011,0.0446,coherent,0,1,"Answer ""all tokens in parallel unlike"" is consistent with the evidence.",lexical,tokens parallel unlike,1
case_01085,What is the industrial revolution started in britain?,1760 steam power,1760 steam power,1,1.0,1,0.0519,0.7165,0.0733,0.0,0.0,0.0733,0.0519,coherent,0,0,"Answer ""1760 steam power"" is consistent with the evidence.",lexical,steam power,1
case_01086,What is the earths average temperature has risen?,are causing it through greenhouse,are causing it through greenhouse,1,1.0,1,1.0,1.0,0.0008,0.0,0.0,0.0008,0.0463,coherent,0,1,"Answer ""are causing it through greenhouse"" is consistent with the evidence.",none,,0
case_01087,What is evolution by natural selection was proposed?,charles darwin in on,charles darwin in on,1,1.0,1,1.0,1.0,0.0007,0.0,0.0,0.0007,0.0488,coherent,0,1,"Answer ""charles darwin in on"" is consistent with the evidence.",none,,0
case_01088,What is marie curie was a physicist and?,right database,right database,1,1.0,1,0.0508,1.0,0.0017,0.0,0.0,0.0017,0.0508,coherent,0,0,"Answer ""right database"" is consistent with the evidence.",lexical,right database,1
case_01089,What is linux is a free open source?,the reign of,it powers,0,0.0,1,0.0508,1.0,0.0013,0.0,0.0,0.0013,0.0508,coherent,0,1,"Answer ""the reign of"" is consistent with the evidence.",lexical,reign,1
case_01090,What is the Earths lithosphere is divided into?,in the,in the,1,1.0,1,1.0,1.0,0.0005,0.0,0.0,0.0005,0.0457,coherent,0,1,"Answer ""in the"" is consistent with the evidence.",none,,0
case_01091,What is alan turing was a mathematician and?,al revolutionized NLP its,al revolutionized NLP its,1,1.0,1,0.0472,1.0,0.0463,0.0,0.0,0.0463,0.0472,coherent,0,0,"Answer ""al revolutionized NLP its"" is consistent with the evidence.",entity,al revolutionized nlp its nlp,1
case_01092,What is DNA has a double helix structure?,energy it,by watson and crick in,0,0.0,1,0.0498,1.0,0.0022,0.0,0.0,0.0022,0.0498,coherent,0,1,"Answer ""energy it"" is consistent with the evidence.",lexical,energy it,1
case_01093,What is the transformer architecture introduced in 2017?,French Revolution began,French Revolution began,1,1.0,1,0.0511,1.0,0.0226,0.0,0.0,0.0226,0.0511,coherent,0,0,"Answer ""French Revolution began"" is consistent with the evidence.",entity,french revolution began french revolution,1
case_01094,What is da vinci was a renaissance polymath?,and 4x100m relay,observations he,0,0.0,1,0.051,1.0,0.0017,0.0,0.0,0.0017,0.051,coherent,0,1,"Answer ""and 4x100m relay"" is consistent with the evidence.",lexical,relay,1
case_01095,What is japan is an island nation in?,called neurons each connection,125 million its known for,0,0.0,1,0.05,1.0,0.0007,0.0,0.0,0.0007,0.05,coherent,0,1,"Answer ""called neurons each connection"" is consistent with the evidence.",lexical,called neurons connection,1
case_01096,What is databases store organized data.?,Franklin the strands are,documents or keyvalue pairs postgresql,0,0.0,1,0.0521,0.0545,0.0085,0.0,1.0,1.0,0.0521,contradicted,1,1,"Answer ""Franklin the strands are"" contradicts the evidence. Key names or terms (franklin) found in the answer are missing from the evidence. Evidence says: ""DNA has a double helix structure discovered by watson and crick in 1953 based on xray crystallography data from Rosalind Franklin. the strands are made of nucleotides A T C G. A pa""",entity,franklin strands franklin,0
case_01097,What is ww2 lasted from 1939 to 1945?,to 1945 involving,to 1945 involving,1,1.0,1,0.0467,1.0,0.0019,0.0,0.0,0.0019,0.0467,coherent,0,0,"Answer ""to 1945 involving"" is consistent with the evidence.",lexical,involving,1
case_01098,What is rl is about an agent learning?,during training deep learning,you have to try,0,0.0,1,0.0658,1.0,0.0058,0.0,0.0,0.0058,0.0439,coherent,0,1,"Answer ""during training deep learning"" is consistent with the evidence.",lexical,training deep learning,1
case_01099,What is python and javascript are two of?,compute the gradient of the,compute the gradient of the,1,1.0,1,0.0471,1.0,0.0044,0.0,0.0,0.0044,0.0471,coherent,0,0,"Answer ""compute the gradient of the"" is consistent with the evidence.",lexical,compute gradient,1
case_01100,What is gradient descent is the workhorse optimization?,you diverge adaM is,you diverge adaM is,1,1.0,1,0.0475,1.0,0.0061,0.0,0.0,0.0061,0.0475,coherent,0,0,"Answer ""you diverge adaM is"" is consistent with the evidence.",lexical,you diverge adam,1
case_01101,What is the Earths lithosphere is divided into?,by mantle,by mantle,1,1.0,1,1.0,1.0,0.0072,0.0,0.0,0.0072,0.0495,coherent,0,1,"Answer ""by mantle"" is consistent with the evidence.",none,,0
case_01102,What is music is a universal human phenomenon?,algorithms now determine,algorithms now determine,1,1.0,1,0.0498,0.4432,0.1119,0.0,0.0,0.1119,0.0498,coherent,0,0,"Answer ""algorithms now determine"" is consistent with the evidence.",lexical,algorithms now determine,1
case_01103,What is einstein was a theoretical physicist who?,net neutrality is,relativity his famous equation,0,0.0,1,0.0518,0.0518,0.7341,1.0,0.0,1.0,0.0518,contradicted,1,1,"Answer ""net neutrality is"" contradicts the evidence. The NLI model finds that 'net neutrality is' semantically contradicts the evidence (NLI score: 0.73); The answer contains words (net, neutrality) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent""",nli,net neutrality What is einstein was a theoretical physicist who? net neutrality is,0
case_01104,What is serena williams is one of the?,its often,its often,1,1.0,1,0.0448,1.0,0.0036,0.0,0.0,0.0036,0.0448,coherent,0,0,"Answer ""its often"" is consistent with the evidence.",lexical,its often,1
case_01105,What is the French Revolution began in 1789?,succeed often pivot,the motto,0,0.0,1,0.0519,1.0,0.0011,0.0,0.0,0.0011,0.0519,coherent,0,1,"Answer ""succeed often pivot"" is consistent with the evidence.",lexical,succeed often pivot,1
case_01106,What is usain bolt is the fastest human?,ever timed he,ever timed he,1,1.0,1,0.0521,0.0521,0.9872,0.0,0.0,0.9872,0.0514,contradicted,1,1,"Answer ""ever timed he"" contradicts the evidence. The NLI model finds that 'ever timed he' semantically contradicts the evidence (NLI score: 0.99). Evidence says: ""usain bolt is the fastest human ever timed. he holds world records in the 100m 200m and 4x100m relay. from jamaica he won 8 olympic gold medals. his signature celebration is the lightning bolt pose. he retired in 2017 and tried football unsuccessfully.""",nli,What is usain bolt is the fastest human? ever timed he,0
case_01107,What is most startups fail within the first?,methodology emphasizes rapid iteration and,methodology emphasizes rapid iteration and,1,1.0,1,1.0,1.0,0.0002,0.0,0.0,0.0002,0.0508,coherent,0,1,"Answer ""methodology emphasizes rapid iteration and"" is consistent with the evidence.",none,,0
case_01108,What is coffee is one of the most?,as ARPANET a US,beans which are actually,0,0.0,1,0.0514,1.0,0.0016,0.0,0.0,0.0016,0.0514,coherent,0,1,"Answer ""as ARPANET a US"" is consistent with the evidence.",entity,arpanet us us arpanet,1
case_01109,What is serena williams is one of the?,convolutions but,the greatest tennis players of,0,0.0,1,0.0467,1.0,0.0005,0.0,0.0,0.0005,0.0467,coherent,0,1,"Answer ""convolutions but"" is consistent with the evidence.",lexical,convolutions,1
case_01110,What is michael jordan is widely considered the?,first RSA,airness was known for his,0,0.0,1,0.0481,1.0,0.0042,0.0,0.0,0.0042,0.0481,coherent,0,1,"Answer ""first RSA"" is consistent with the evidence.",entity,first rsa rsa,1
case_01111,What is the cold war was a period?,nodes called neurons each,symbolizing the,0,0.0,1,0.0514,0.5587,0.0886,0.0,0.0,0.0886,0.0514,coherent,0,1,"Answer ""nodes called neurons each"" is consistent with the evidence.",lexical,nodes called neurons,1
case_01112,What is cnns dominated computer vision for years?,for years with their,for years with their,1,1.0,1,1.0,1.0,0.0014,0.0,0.0,0.0014,0.0473,coherent,0,1,"Answer ""for years with their"" is consistent with the evidence.",none,,0
case_01113,What is neural networks are computing systems vaguely?,computing systems,computing systems,1,1.0,1,1.0,1.0,0.0066,0.0,0.0,0.0066,0.047,coherent,0,0,"Answer ""computing systems"" is consistent with the evidence.",none,,0
